ID,Trees,Trees_Producing,,
H9132,121,121,,
H9133,2000,2000,,
H9134,1720,1720,,
H9135,400,400,,
H9136,400,400,,
H9137,400,400,,
H9138,230,230,,
H9139,230,200,,
H9140,109,109,,
H9141,102,102,,
H9142,350,350,,
H9143,100,90,,
H9144,120,120,,
H9145,390,390,,
H9146,210,210,,
H9147,400,400,,
H9148,300,300,,
H9149,100,100,,
H9150,300,300,,
H9151,109,109,,
H9152,100,100,,
H9153,300,300,,
H9154,105,105,,
H9155,250,250,,
H9156,200,200,,
H9157,200,200,,
H9158,1500,1500,,
H9159,900,900,,
H9160,162,162,,
H9161,200,200,,
H9162,900,900,,
H9163,101,101,,
H9164,203,180,,
H9165,350,300,,
H9166,400,400,,
H9167,403,403,,
H9168,350,350,,
H9169,250,250,,
H9170,200,200,,
H9171,350,350,,
H9172,150,150,,
H9173,300,300,,
H9174,900,900,,
H9175,108,108,,
H9176,850,850,,
H9177,80,80,,
H9178,200,200,,
H9179,66,66,,
H9180,400,400,,
H9181,100,100,,
H9182,150,150,,
H9183,400,400,,
H9184,200,200,,
H9185,370,370,,
H9186,200,200,,
H9187,250,250,,
H9188,300,300,,
H9189,350,200,,
H9190,600,600,,
H9191,300,300,,
H9192,200,200,,
H9193,400,300,,
H9194,700,700,,
H9195,300,300,,
H9196,75,75,,
H9197,400,400,,
H9198,600,600,,
H9199,350,350,,
H9200,400,400,,
H9201,317,317,,
H9202,500,500,,
H9203,2000,2000,,
H9204,160,160,,
H9205,270,270,,
H9206,397,397,,
H9207,500,500,,
H9208,300,300,,
H9209,170,170,,
H9210,170,170,,
H9211,1827,1827,,
H9212,600,600,,
H9213,490,490,,
H9214,350,350,,
H9215,747,697,,
H9216,400,400,,
H9217,300,300,,
H9218,300,300,,
H9219,200,200,,
H9220,190,190,,
H9221,150,150,,
H9222,800,800,,
H9223,270,270,,
H9224,300,300,,
H9225,215,115,,
H9226,700,690,,
H9227,285,185,,
H9228,200,100,,
H9229,420,420,,
H9230,130,130,,
H9231,700,700,,
H9232,270,270,,
H9233,200,200,,
H9234,470,470,,
H9235,230,230,,
H9236,479,479,,
H9237,,,,
H9238,,,,
H9239,,,,
H9240,250,250,,
H9241,200,200,,
H9242,250,250,,
H9243,300,300,,
H9244,300,300,,
H9245,100,100,,
H9246,180,180,,
H9247,600,250,,
H9248,500,500,,
H9249,220,60,,
H9250,100,60,,
H9251,280,280,,
H9252,170,170,,
H9253,200,200,,
H9254,350,350,,
H9255,350,350,,
H9256,366,366,,
H9257,800,500,,
H9258,500,300,,
H9259,190,190,,
H9260,215,215,,
H9261,460,460,,
H9262,400,400,,
H9263,300,300,,
H9264,300,300,,
H9265,400,400,,
H9266,500,500,,
H9267,250,250,,
H9268,500,500,,
H9269,270,270,,
H9270,300,300,,
H9271,350,200,,
H9272,300,150,,
H9273,940,940,,
H9274,400,320,,
H9275,250,250,,
H9276,300,300,,
H9277,150,130,,
H9278,300,300,,
H9279,560,560,,
H9280,220,220,,
H9281,1400,1000,,
H9282,300,300,,
H9283,300,200,,
H9284,800,800,,
H9285,100,50,,
H9286,800,800,,
H9287,300,300,,
H9288,100,100,,
H9289,450,450,,
H9290,400,400,,
H9291,220,220,,
H9292,1200,1200,,
H9293,150,70,,
H9294,500,500,,
H9295,100,100,,
H9296,350,350,,
H9297,800,800,,
H9298,820,820,,
H9299,1800,1800,,
H9300,380,380,,
H9301,200,200,,
H9302,800,800,,
H9303,8500,1500,,
H9304,560,560,,
H9305,1800,1200,,
H9306,1500,1500,,
H9307,1300,1300,,
H9308,1500,1500,,
H9309,1200,1000,,
H9310,1000,1000,,
H9311,1100,1100,,
H9312,600,600,,
H9313,400,400,,
H9314,950,950,,
H9315,100,100,,
H9316,350,350,,
H9317,240,240,,
H9318,310,310,,
H9319,250,250,,
H9320,640,640,,
H9321,518,518,,
H9322,400,400,,
H9323,530,530,,
H9324,700,700,,
H9325,300,300,,
H9326,2000,2000,,
H9327,1800,1000,,
H9328,200,200,,
H9329,1200,1000,,
H9330,600,500,,
H9331,657,500,,
H9332,2000,2000,,
H9333,1100,1100,,
H9334,750,490,,
H9335,1600,900,,
H9336,200,200,,
H9337,800,700,,
H9338,1500,1000,,
H9339,800,690,,
H9340,1800,1600,,
H9341,2000,1900,,
H9342,1000,1000,,
H9343,1500,1000,,
H9344,700,700,,
H9345,700,700,,
H9346,500,400,,
H9347,700,390,,
H9348,600,400,,
H9349,750,750,,
H9350,800,800,,
H9351,600,600,,
H9352,700,700,,
H9353,200,200,,
H9354,900,900,,
H9355,800,800,,
H9356,700,700,,
H9357,1005,1005,,
H9358,400,400,,
H9359,507,507,,
H9360,600,600,,
H9361,300,300,,
H9362,300,300,,
H9363,300,300,,
H9364,1000,1000,,
H9366,100,100,,
H9367,700,700,,
H9368,500,500,,
H9369,700,700,,
H9370,1000,1000,,
H9371,700,700,,
H9372,3000,3000,,
H9373,1500,1500,,
H9374,550,550,,
H9375,1750,1750,,
H9376,500,500,,
H9377,500,500,,
H9378,750,750,,
H9379,400,400,,
H9380,300,300,,
H9381,100,100,,
H9382,400,400,,
H9383,700,700,,
H9384,200,200,,
H9385,200,200,,
H9386,1300,1300,,
H9387,600,600,,
H9388,500,500,,
H9389,400,400,,
H9390,700,700,,
H9391,150,150,,
H9392,800,800,,
H9393,1000,1000,,
H9394,1500,1500,,
H9395,500,500,,
H9396,300,300,,
H9397,1000,1000,,
H9398,1000,1000,,
H9399,700,700,,
H9400,2000,2000,,
H9401,100,100,,
H9402,600,600,,
H9403,700,700,,
H9404,300,300,,
H9405,1600,1600,,
H9406,500,500,,
H9407,600,600,,
H9408,1500,1500,,
H9409,500,500,,
H9410,700,700,,
H9411,1200,1200,,
H9412,500,500,,
H9413,600,600,,
H9414,500,500,,
H9415,1000,1000,,
H9416,600,600,,
H9417,800,800,,
H9418,2000,2000,,
H9419,1000,1000,,
H9420,400,400,,
H9421,400,400,,
H9422,1500,1500,,
H9423,2000,2000,,
H9424,800,800,,
H9425,600,600,,
H9426,500,500,,
H9427,500,500,,
H9428,900,900,,
H9429,500,500,,
H9430,400,400,,
H9431,1000,1000,,
H9432,500,500,,
H9433,400,400,,
H9434,600,400,,
H9435,700,700,,
H9436,2500,2500,,
H9437,800,800,,
H9438,1000,1000,,
H9439,4000,4000,,
H9440,700,700,,
H9441,500,500,,
H9442,203,203,,
H9443,500,500,,
H9444,100,100,,
H9445,125,125,,
H9446,500,500,,
H9447,600,600,,
H9448,946,946,,
H9449,1500,1500,,
H9450,350,350,,
H9451,400,400,,
H9452,1000,1000,,
H9453,600,600,,
H9454,200,200,,
H9455,640,640,,
H9456,1270,1270,,
H9457,100,100,,
H9458,500,500,,
H9459,700,700,,
H9460,1500,1000,,
H9461,1000,700,,
H9462,600,600,,
H9463,1700,1500,,
H9464,2000,1800,,
H9465,500,500,,
H9466,200,156,,
H9467,500,500,,
H9468,2000,2000,,
H9469,700,700,,
H9470,500,500,,
H9471,1000,1000,,
H9472,500,500,,
H9473,1200,1200,,
H9474,1500,1500,,
H9475,2000,2000,,
H9476,2000,2000,,
H9477,500,500,,
H9478,500,500,,
H9479,600,600,,
H9480,500,500,,
H9481,250,250,,
H9482,1000,1000,,
H9483,2000,1000,,
H9484,300,300,,
H9485,350,200,,
H9486,1500,1500,,
H9487,200,200,,
H9488,500,500,,
H9489,300,300,,
H9490,300,300,,
H9491,300,300,,
H9492,1500,1500,,
H9493,1500,1500,,
H9494,200,200,,
H9495,1500,1500,,
H9496,400,400,,
H9497,800,800,,
H9498,350,350,,
H9499,600,600,,
H9500,400,400,,
H9501,400,400,,
H9502,300,300,,
H9503,400,400,,
H9504,1000,1000,,
H9505,780,780,,
H9506,1000,1000,,
H9507,800,800,,
H9508,1100,1100,,
H9509,700,700,,
H9510,800,800,,
H9511,500,500,,
H9512,400,400,,
H9513,1500,1500,,
H9514,570,570,,
H9515,1500,1500,,
H9516,600,600,,
H9517,800,800,,
H9518,700,700,,
H9519,400,400,,
H9520,1500,1500,,
H9521,250,250,,
H9522,1280,1280,,
H9523,100,50,,
H9524,455,200,,
H9525,715,500,,
H9526,100,95,,
H9527,150,150,,
H9528,200,160,,
H9529,100,70,,
H9530,120,100,,
H9531,200,155,,
H9532,180,180,,
H9533,280,280,,
H9534,100,100,,
H9535,120,120,,
H9536,100,100,,
H9537,110,110,,
H9538,100,100,,
H9539,150,150,,
H9540,11,110,,
H9541,160,160,,
H9542,100,100,,
H9543,100,100,,
H9544,110,110,,
H9545,80,80,,
H9546,300,300,,
H9547,250,250,,
H9548,300,300,,
H9549,110,110,,
H9550,195,195,,
H9551,300,300,,
H9552,100,100,,
H9553,100,100,,
H9554,270,200,,
H9555,20,20,,
H9556,210,210,,
H9557,103,103,,
H9558,210,210,,
H9559,300,300,,
H9560,,,,
H9561,,,,
H9562,520,120,,
H9563,300,300,,
H9564,3525,3525,,
H9565,500,450,,
H9566,250,250,,
H9567,350,350,,
H9568,410,410,,
H9569,850,620,,
H9570,700,425,,
H9571,350,350,,
H9572,350,350,,
H9573,400,400,,
H9574,100,100,,
H9575,120,120,,
H9576,,,,
H9577,380,380,,
H9578,150,150,,
H9579,300,300,,
H9580,180,180,,
H9581,130,130,,
H9582,320,320,,
H9583,250,250,,
H9584,1000,705,,
H9585,600,510,,
H9586,450,450,,
H9587,150,150,,
H9588,500,500,,
H9589,250,250,,
H9590,80,80,,
H9591,170,170,,
H9592,,,,
H9593,,,,
H16854,300,300,,
H16871,410,410,,
H16879,500,500,,
H16881,100,100,,
H16883,214,214,,
H16886,100,100,,
H16888,150,150,,
H16889,300,300,,
H16893,300,300,,
H16898,500,310,,
H16899,57,57,,
H16908,500,400,,
H16914,380,380,,
H16917,366,366,,
H16918,400,400,,
H16928,550,450,,
H16929,170,170,,
H16930,290,200,,
H16942,1500,1000,,
H16945,80,80,,
H16950,100,100,,
H16955,250,250,,
H16966,726,526,,
H16970,350,350,,
H16974,300,300,,
H16976,210,210,,
H16980,200,200,,
H16992,100,100,,
H17007,170,170,,
H17009,300,300,,
H17051,320,320,,
H17056,50,50,,
H17068,40,40,,
H17070,520,120,,
H17093,100,100,,
H17096,90,90,,
H17102,290,290,,
H17103,250,250,,
H17106,400,400,,
H17108,600,510,,
H17112,100,100,,
H17114,700,560,,
H17121,110,110,,
H17133,2700,2000,,
H17134,850,620,,
H17145,170,170,,
H17147,3525,3525,,
H17158,230,230,,
H17161,400,400,,
H17170,350,350,,
H17180,600,600,,
H17183,1020,1000,,
H17370,50,50,,
H17373,320,320,,
H17374,60,60,,
H17376,500,550,,
H17379,400,400,,
H17380,300,300,,
H17384,100,100,,
H17388,200,200,,
H17389,350,350,,
H17391,650,650,,
H17393,52,52,,
H17398,150,150,,
H17399,56,56,,
H17401,200,200,,
H17403,150,150,,
H17405,150,150,,
H17406,90,90,,
H17407,100,100,,
H17408,50,50,,
H17410,200,200,,
H17411,500,500,,
H17412,340,340,,
H17415,1100,1100,,
H17418,140,140,,
H17419,300,300,,
H17420,250,250,,
H17426,80,80,,
H17430,600,600,,
H17432,120,120,,
H17434,300,300,,
H17436,470,470,,
H17438,400,300,,
H17443,200,200,,
H17446,2000,1500,,
H17447,50,50,,
H17448,500,500,,
H17451,400,400,,
H17452,400,400,,
H17455,1000,1000,,
H17456,1200,800,,
H17457,55,55,,
H17458,240,240,,
H17459,700,700,,
H17460,300,300,,
H17462,600,600,,
H17463,300,300,,
H17468,120,120,,
H17471,29,29,,
H17472,150,150,,
H17473,800,670,,
H17475,120,120,,
H17476,400,400,,
H17479,600,600,,
H17481,130,130,,
H17483,170,170,,
H17484,150,150,,
H17487,266,266,,
H17488,120,120,,
H17489,850,850,,
H17491,120,120,,
H17492,90,90,,
H17505,100,100,,
H17521,600,600,,
H17529,300,300,,
H17530,500,500,,
H17531,250,250,,
H17536,1100,800,,
H19969,300,300,,
H17538,240,240,,
H17540,211,211,,
H17545,320,320,,
H17547,62,62,,
H17550,500,470,,
H17555,200,200,,
H17565,200,200,,
H17570,500,500,,
H17571,500,500,,
H19974,200,200,,
H17574,200,200,,
H17579,300,300,,
H17580,200,200,,
H19975,180,180,,
H17585,100,100,,
H17587,200,200,,
H17589,650,400,,
H17605,120,120,,
H17613,150,150,,
H17616,300,300,,
H17618,600,600,,
H17619,1000,768,,
H17620,60,60,,
H17622,500,500,,
H17624,200,200,,
H17629,350,350,,
H17631,300,300,,
H19980,300,300,,
H17633,312,312,,
H17637,180,180,,
H17639,350,350,,
H17642,180,180,,
H17645,180,180,,
H17648,150,150,,
H19983,200,200,,
H17652,150,150,,
H17655,400,400,,
H17656,160,160,,
H17663,80,80,,
H17664,370,370,,
H17666,150,150,,
H17667,250,250,,
H17672,250,250,,
H17676,160,160,,
H17677,296,296,,
H17720,250,250,,
H17721,90,70,,
H17722,150,150,,
H17740,860,727,,
H17744,110,110,,
H17745,175,175,,
H17771,130,130,,
H17772,65,65,,
H19996,152,152,,
H17774,1000,768,,
H17776,376,276,,
H19997,1500,1000,,
H17780,470,470,,
H17782,200,200,,
H17783,150,150,,
H17784,500,500,,
H17785,100,100,,
H17791,180,161,,
H17800,70,70,,
H17803,150,150,,
H17804,82,82,,
H17806,80,80,,
H17808,280,280,,
H17809,180,180,,
H20000,100,100,,
H17810,300,300,,
H17815,300,300,,
H17816,200,200,,
H17821,270,270,,
H17822,300,300,,
H17823,220,220,,
H17824,100,100,,
H17825,300,300,,
H17828,305,305,,
H17832,250,250,,
H19037,335,335,,
H19042,1500,1500,,
H19087,710,710,,
H19088,500,500,,
H19098,1470,1470,,
H19705,200,200,,
H19707,500,500,,
H19708,400,400,,
H19709,250,250,,
H19710,500,500,,
H19711,1000,1000,,
H19712,700,700,,
H19713,200,200,,
H19714,600,600,,
H19715,920,920,,
H19716,450,450,,
H19717,1700,800,,
H19718,100,100,,
H19719,180,180,,
H19720,400,400,,
H19721,600,600,,
H19722,800,800,,
H19723,300,300,,
H19724,600,600,,
H19725,45,45,,
H19726,200,200,,
H19727,250,250,,
H19728,81,81,,
H19729,100,100,,
H19730,150,150,,
H20018,400,400,,
H20019,650,650,,
H20020,367,367,,
H20021,600,600,,
H20022,210,210,,
H20023,121,121,,
H20025,1200,800,,
H20026,1200,1200,,
H20027,1000,1000,,
H20028,70,70,,
H20029,1000,700,,
H20030,820,820,,
H20031,1000,1000,,
H20032,200,200,,
H20033,730,730,,
H20035,350,350,,
H20036,260,160,,
H19943,1200,1200,,
H20038,300,300,,
H20039,450,450,,
H20040,150,150,,
H20041,300,300,,
H20042,600,400,,
H20043,500,500,,
H20044,900,680,,
H20045,450,450,,
H20046,1200,1200,,
H20048,200,200,,
H20049,1200,1200,,
H20051,230,230,,
H20052,100,100,,
H20053,120,120,,
H20054,81,81,,
H20055,54,54,,
H20056,250,250,,
H20057,310,310,,
H20058,35,35,,
H20059,700,700,,
H20060,420,420,,
H20061,300,300,,
H20062,80,80,,
H20063,151,151,,
H20064,26,26,,
H20065,150,150,,
H20066,3050,3050,,
H20067,600,500,,
H20068,35,35,,
H20069,60,60,,
H20070,39,12,,
H20071,2000,2000,,
H20072,100,100,,
H20073,600,600,,
H20074,215,215,,
H20075,285,285,,
H20076,48,48,,
H20077,140,140,,
H20078,160,160,,
H20079,300,300,,
H20080,140,140,,
H20081,200,200,,
H20082,104,104,,
H20083,210,210,,
H20084,174,174,,
H20085,303,303,,
H20086,249,249,,
H20087,107,107,,
H20088,300,300,,
H20089,400,400,,
H20090,185,185,,
H20091,305,305,,
H20092,152,152,,
H20093,400,400,,
H20094,300,300,,
H20095,134,134,,
H20096,570,570,,
H20097,1000,1000,,
H20098,135,135,,
H20099,120,120,,
H20100,55,55,,
H20101,1100,1100,,
H20102,850,850,,
H20103,120,120,,
H20104,271,271,,
H20105,74,74,,
H20107,350,200,,
H20108,205,205,,
H20109,175,175,,
H20110,70,70,,
H20111,150,150,,
H20113,350,350,,
H20116,100,100,,
H20117,73,73,,
H20118,612,612,,
H20119,70,70,,
H20123,69,62,,
H20124,60,60,,
H20125,250,250,,
H20126,72,72,,
H20127,60,60,,
H20129,87,87,,
H20130,81,81,,
H20131,78,78,,
H20132,100,100,,
H20134,61,61,,
H20135,50,50,,
H20136,57,57,,
H20137,100,100,,
H20138,150,150,,
H20139,300,300,,
H20140,114,100,,
H20141,100,100,,
H20142,150,150,,
H20143,72,72,,
H20144,106,97,,
H20145,70,65,,
H20146,465,465,,
H20147,100,98,,
H20148,50,50,,
H20149,51,51,,
H20150,50,50,,
H20151,176,176,,
H20152,91,91,,
H20154,85,85,,
H20155,70,70,,
H20156,56,56,,
H20157,56,56,,
H20158,60,60,,
H20159,98,90,,
H20160,100,100,,
H20161,250,250,,
H20162,100,100,,
H20163,480,480,,
H20164,1200,1200,,
H20165,170,170,,
H20167,150,100,,
H20168,600,600,,
H20169,110,100,,
H20170,200,200,,
H20171,50,50,,
H20172,120,100,,
H20173,300,300,,
H20174,250,250,,
H20175,545,545,,
H20176,16,16,,
H20177,700,470,,
H20178,1200,1200,,
H20179,220,220,,
H20180,200,200,,
H20181,84,84,,
H20182,200,200,,
H20184,200,200,,
H20185,80,80,,
H20186,470,470,,
H20187,40,40,,
H20188,16,16,,
H20189,175,175,,
H20190,780,780,,
H20191,86,86,,
H20192,150,150,,
H20193,50,50,,
H20194,60,55,,
H20195,90,90,,
H20196,160,100,,
H20197,140,140,,
H20198,300,300,,
H20200,100,80,,
H20201,83,83,,
H20202,90,90,,
H20203,80,80,,
H20204,122,100,,
H20205,308,308,,
H20206,150,150,,
H20207,300,250,,
H20208,98,98,,
H20209,215,215,,
H20210,65,65,,
H20211,230,230,,
H20212,102,102,,
H20213,70,70,,
H20214,50,50,,
H20215,320,200,,
H20216,1500,1000,,
H20217,420,300,,
H20218,100,100,,
H20219,90,90,,
H20220,150,50,,
H20221,200,150,,
H20222,150,150,,
H20224,114,100,,
H20225,66,66,,
H20229,106,97,,
H20230,70,65,,
H20231,465,465,,
H20233,200,150,,
H20234,50,50,,
H20236,50,50,,
H20244,60,60,,
H20245,98,90,,
H20249,480,480,,
H20250,1200,1200,,
H20251,170,170,,
H20253,150,100,,
H20254,600,600,,
H20255,110,100,,
H20258,120,100,,
H20261,545,545,,
H20263,700,470,,
H20264,1200,1200,,
H20265,220,220,,
H20266,200,200,,
H20270,200,200,,
H20272,470,470,,
H20276,780,780,,
H20277,86,86,,
H20278,150,150,,
H20279,50,50,,
H20280,60,55,,
H20283,160,100,,
H20287,100,80,,
H20289,90,90,,
H20290,80,80,,
H20294,300,250,,
H20296,215,215,,
H20297,65,65,,
H20300,70,70,,
H20301,50,50,,
H20302,320,200,,
H20303,1500,1000,,
H20307,150,50,,
H20308,150,150,,
H20309,80,80,,
H20310,85,85,,
H20311,125,125,,
H20312,105,105,,
H20313,90,90,,
H20314,60,60,,
H20315,58,58,,
H20316,300,300,,
H20317,102,102,,
H20318,80,80,,
H20319,100,100,,
H20320,100,100,,
H20321,134,100,,
H20322,375,300,,
H20323,38,38,,
H20324,102,102,,
H20325,120,120,,
H20326,150,150,,
H20327,72,72,,
H20328,107,107,,
H20329,100,100,,
H20330,200,200,,
H20331,65,65,,
H20332,150,150,,
H20333,90,90,,
H20334,120,120,,
H20335,70,70,,
H20336,71,71,,
H20337,250,150,,
H20338,210,210,,
H20339,400,150,,
H20340,180,180,,
H20341,150,150,,
H20342,125,100,,
H20343,80,80,,
H20346,400,400,,
H20347,68,68,,
H20348,42,42,,
H20349,28,28,,
H20350,31,31,,
H20351,300,300,,
H20353,643,600,,
H20354,300,300,,
H20356,70,70,,
H20357,17,17,,
H20359,200,180,,
H20360,142,142,,
H20361,150,150,,
H20363,120,120,,
H20365,150,150,,
H20366,80,80,,
H20367,100,100,,
H20367,250,250,,
H20368,32,32,,
H20369,401,401,,
H20370,89,89,,
H20371,200,180,,
H20372,300,300,,
H20373,250,250,,
H20375,69,69,,
H20376,92,92,,
H20377,116,116,,
H20379,21,21,,
H20381,180,180,,
H20382,185,185,,
H20383,150,150,,
H20384,63,63,,
H20385,200,200,,
H20386,200,200,,
H20387,240,230,,
H20389,200,198,,
H20390,200,200,,
H20392,200,168,,
H20393,64,64,,
H20394,65,65,,
H20396,110,110,,
H20397,45,45,,
H20398,85,85,,
H20399,152,152,,
H20400,150,150,,
H20402,23,23,,
H20403,80,80,,
H20404,500,480,,
H20405,231,200,,
H20407,78,78,,
H20408,90,90,,
H20409,29,29,,
H20410,450,450,,
H20412,150,150,,
H20414,208,200,,
H20415,150,150,,
H20417,84,84,,
H20419,150,150,,
H20420,100,100,,
H20422,200,180,,
H20423,100,100,,
H20424,80,80,,
H20426,180,160,,
H20427,150,150,,
H20429,120,120,,
H20430,154,154,,
H20431,60,50,,
H20433,300,300,,
H20435,60,60,,
H20436,65,64,,
H20437,425,400,,
H20438,55,55,,
H20439,175,145,,
H20440,56,56,,
H20443,47,47,,
H20444,200,178,,
H20445,80,80,,
H20446,95,95,,
H20448,150,150,,
H20449,50,50,,
H20450,250,230,,
H20451,158,158,,
H20452,250,250,,
H20453,300,296,,
H20454,105,105,,
H20455,250,250,,
H20456,214,214,,
H20457,260,210,,
H20458,50,50,,
H20459,200,200,,
H20460,250,250,,
H20461,250,250,,
H20462,119,119,,
H20463,150,150,,
H20464,250,250,,
H20465,750,750,,
H20466,100,100,,
H20468,30,30,,
H20469,500,500,,
H20470,214,214,,
H20471,73,73,,
H20472,300,300,,
H20473,250,185,,
H20474,600,600,,
H20475,100,100,,
H20476,55,55,,
H20477,750,750,,
H20478,45,45,,
H20479,98,98,,
H20480,1537,1537,,
H20482,86,86,,
H20483,153,153,,
H20484,382,300,,
H20487,1360,1000,,
H20488,360,300,,
H20489,150,150,,
H20490,1000,800,,
H20491,420,420,,
H20492,17,17,,
H20493,120,120,,
H20494,138,137,,
H20495,120,120,,
H20496,70,70,,
H20497,630,630,,
H20498,131,131,,
H20499,200,200,,
H20500,120,120,,
H20501,127,127,,
H20502,130,130,,
H20503,144,100,,
H20504,120,120,,
H20505,226,226,,
H20506,155,155,,
H20507,100,100,,
H20508,144,144,,
H20510,200,200,,
H20511,137,137,,
H20512,24,24,,
H20513,1200,800,,
H20514,178,178,,
H20515,152,152,,
H20516,50,50,,
H20517,110,110,,
H20518,270,270,,
H20519,405,400,,
H20520,80,80,,
H20521,264,264,,
H20522,100,100,,
H20523,90,90,,
H20524,300,300,,
H20525,370,300,,
H20526,35,35,,
H20527,200,200,,
H20528,43,43,,
H20529,100,1000,,
H20530,250,250,,
H20532,118,118,,
H20535,1350,1000,,
H20536,16,16,,
H20538,250,250,,
H20539,194,194,,
H20540,128,128,,
H20541,300,300,,
H20542,48,48,,
H20543,625,625,,
H20544,60,60,,
H20545,50,50,,
H20546,600,600,,
H20547,150,150,,
H20548,607,607,,
H20550,77,61,,
H20551,108,108,,
H20552,21,21,,
H20553,55,55,,
H20554,650,650,,
H20555,100,100,,
H20556,101,101,,
H20557,505,505,,
H20558,226,226,,
H20559,56,56,,
H20560,130,130,,
H20561,413,413,,
H20562,105,105,,
H20563,56,56,,
H20564,75,75,,
H20565,75,75,,
H20566,2250,2000,,
H20567,107,107,,
H20568,214,200,,
H20569,220,220,,
H20570,250,250,,
H20571,650,650,,
H20572,100,100,,
H20573,300,300,,
H20574,1200,1200,,
H20575,340,340,,
H20576,300,300,,
H20577,680,230,,
H20578,60,60,,
H20579,30,30,,
H20580,100,100,,
H20581,70,70,,
H20582,103,103,,
H20583,250,250,,
H20584,150,150,,
H20585,120,120,,
H20586,300,300,,
H20587,80,80,,
H20588,100,100,,
H20589,35,35,,
H20590,200,200,,
H20591,150,150,,
H20592,35,35,,
H20593,30,30,,
H20594,200,200,,
H20595,150,150,,
H20596,185,185,,
H20597,40,40,,
H20598,200,200,,
H20599,27,27,,
H20600,45,45,,
H20601,120,120,,
H20602,130,130,,
H20603,100,100,,
H20604,250,250,,
H20605,200,200,,
H20606,60,60,,
H20607,150,150,,
H20608,120,120,,
H20609,280,280,,
H20610,300,300,,
H20611,82,82,,
H20612,30,30,,
H20613,42,42,,
H20614,34,34,,
H20615,126,126,,
H20616,60,60,,
H20617,75,75,,
H20618,350,350,,
H20619,130,130,,
H20620,200,200,,
H20621,150,150,,
H20622,60,60,,
H20623,93,93,,
H20624,300,300,,
H20625,400,400,,
H20626,30,30,,
H20627,250,250,,
H20628,170,170,,
H20629,85,85,,
H20630,136,136,,
H20631,300,300,,
H20632,74,74,,
H20633,200,200,,
H20634,250,250,,
H20635,120,120,,
H20636,50,50,,
H20637,94,94,,
H20638,152,152,,
H20639,100,100,,
H20640,300,100,,
H20641,120,120,,
H20642,250,250,,
H20643,350,350,,
H20644,200,200,,
H20646,170,170,,
H20647,300,300,,
H20648,70,70,,
H20649,160,160,,
H20650,87,87,,
H20651,250,180,,
H20652,100,50,,
H20653,90,90,,
H20654,300,300,,
H20655,100,100,,
H20656,250,250,,
H20657,100,100,,
H20658,41,41,,
H20659,143,143,,
H20660,100,100,,
H20661,220,220,,
H20662,91,91,,
H20663,336,336,,
H20664,117,117,,
H20665,201,201,,
H20666,120,120,,
H20667,450,450,,
H20668,104,104,,
H20669,143,143,,
H20670,600,600,,
H20671,136,136,,
H20672,101,101,,
H20673,250,250,,
H20674,85,85,,
H20675,36,36,,
H20676,75,75,,
H20677,30,30,,
H20678,225,225,,
H20679,75,75,,
H20680,80,80,,
H20681,160,160,,
H20682,1200,1200,,
H20683,83,83,,
H20684,250,250,,
H20686,150,150,,
H20687,41,41,,
H20689,323,323,,
H20695,650,650,,
H20696,120,120,,
H20697,115,115,,
H20698,250,250,,
H20699,250,250,,
H20700,400,400,,
H20701,50,50,,
H20702,800,800,,
H20703,220,220,,
H20704,320,320,,
H20705,100,100,,
H20706,293,293,,
H20707,400,400,,
H20708,40,40,,
H20709,200,200,,
H20710,30,30,,
H20711,300,300,,
H20712,2000,2000,,
H20713,250,250,,
H20714,50,50,,
H20715,200,200,,
H20716,200,200,,
H20718,155,155,,
H20719,103,103,,
H20720,185,185,,
H20722,200,200,,
H20723,120,120,,
H20724,178,178,,
H20725,41,41,,
H20726,2850,2000,,
H20727,100,100,,
H20728,200,200,,
H20729,72,72,,
H20730,60,60,,
H20731,200,200,,
H20733,840,840,,
H20734,159,159,,
H20736,164,164,,
H20737,154,154,,
H20739,121,121,,
H20740,37,37,,
H20741,160,160,,
H20742,42,42,,
H20744,150,150,,
H20745,70,70,,
H20746,1000,1000,,
H20747,200,200,,
H20749,150,150,,
H20750,1060,1060,,
H20752,130,130,,
H20753,223,223,,
H20754,55,55,,
H20755,1000,800,,
H20756,48,48,,
H20757,104,104,,
H20758,221,221,,
H20759,100,100,,
H20760,80,80,,
H20761,212,212,,
H20762,60,60,,
H20763,640,640,,
H20764,115,115,,
H20765,38,38,,
H20766,24,24,,
H20767,200,197,,
H20768,350,350,,
H20769,130,130,,
H20770,94,94,,
H20771,172,172,,
H20772,50,50,,
H20773,70,70,,
H20774,100,100,,
H20775,140,140,,
H20776,126,126,,
H20777,100,100,,
H20778,150,150,,
H20779,100,100,,
H20780,890,890,,
H20781,47,47,,
H20782,200,200,,
H20783,100,100,,
H20784,123,123,,
H20785,76,76,,
H20786,459,459,,
H20787,56,56,,
H20788,652,652,,
H20789,100,100,,
H20790,214,214,,
H20792,56,56,,
H20793,81,81,,
H20794,1080,1080,,
H20795,300,300,,
H20796,250,250,,
H20797,900,900,,
H20798,200,200,,
H20799,200,200,,
H20800,174,174,,
H20801,85,85,,
H20803,500,500,,
H20804,150,150,,
H20805,100,100,,
H20806,200,200,,
H20807,83,83,,
H20808,132,132,,
H20809,270,200,,
H20810,250,250,,
H20811,47,47,,
H20812,1000,1000,,
H20813,80,80,,
H20814,185,185,,
H20815,119,119,,
H20816,30,30,,
